Date,https,macromedia-fcs,unknown,domain,lansource,http,smtp,valisys-lm,UDP
2008-03-19,1.02941395709,0.159265335893,28.070903414,0.935692566638,0.00119876197095,50.0398599253,1.92140184184,0.067566583817,0.162277497791
2008-04-30,1.77077553066,0.260452898802,25.1775095264,1.23118688803,0.00111593101314,53.8705347235,1.4690601827,0.70411647152,0.984863115762
2008-05-15,1.87510543931,0.288110898652,26.898513584,1.53931247387,0.00110819495326,51.2422618061,2.16491820878,0.375559353982,1.28625813521
2008-06-19,1.98786391571,0.234375247603,24.727942006,1.45146135905,0.0663415062015,55.324678929,1.63799705699,0.287371361078,1.7304725768
2008-07-17,1.60458923907,0.379683462352,32.8220082472,1.34373668004,0.00379485038802,46.1036497656,1.6116704795,0.0115209673545,1.84220143984
2008-08-21,3.120196845,0.105989048588,31.753867409,2.27480414416,0.000124737023171,43.8632128814,2.09438451385,0.198082392795,1.90649313585
2008-09-18,3.62067770965,0.0691724884055,29.3319242972,1.71427277234,0.000267764471247,46.516200141,1.90917183685,0.414432460373,3.06851389937
2008-10-16,3.19655330085,0.0928947963147,30.3784378958,1.34901113686,0.000854053997235,51.0441926956,1.70277344181,0.071898207275,2.25424267747
2008-11-20,4.80838577488,0.126014107152,26.1213900716,2.08284824965,0.0,49.305780265,2.12054693179,0.944704083462,0.805913699162
2008-12-18,2.69260159859,0.039487264312,38.7281003314,1.33692236496,0.781801003923,34.9628366473,1.8429898733,0.0189826535341,1.85148607417
2009-01-15,1.6332797112,0.334582808098,19.3991483868,0.632342232251,0.221806533761,68.0306711998,0.796008090474,0.125224746553,0.696443259233
2009-02-19,1.51147256126,0.265300759682,26.7173331671,4.58492110025,1.49995146937,41.4192722616,2.69167427506,0.000473469529474,0.739243758685
2009-03-31,4.18051794257,0.104996225863,20.1137813576,1.34409902082,0.255700325539,35.0012053714,5.45557395462,0.0719301970548,0.18197603206
2009-04-16,2.44984717818,0.0542902862909,28.9546388653,2.3196396743,1.32271458439,46.5936468421,3.80289998356,2.28869628144,0.324451746144
2009-05-21,3.59057475753,0.128539347784,16.4294245916,2.71826791642,1.91699212393,61.2329948578,4.97101803033,1.76334374797,0.180221961856
2009-06-18,2.88572945268,0.187561242557,16.7855329359,2.77392068046,0.36117566969,63.9746910348,3.37485904527,1.29382840804,0.332092775514
2009-07-16,3.16963657299,0.281499224705,17.0661659753,3.22235753816,0.414970022614,61.7297784369,4.95586384551,1.54587119727,0.274934323832
2009-08-20,1.98070681883,0.702576677807,15.6213376928,1.7966731851,0.253701538557,60.1527865437,4.49095869245,4.30437286814,0.19531155694
2009-09-17,3.21778790342,0.652659949877,20.5192834695,3.96983769338,3.59553622492,48.3042654304,5.81353595921,1.90272980721,0.442067268516
2009-10-15,2.5396423594,0.362156774475,16.0331607887,3.19955010866,1.47828425711,62.0833363297,5.55181445146,1.45860870241,0.0717985154161
2009-11-19,2.74739821275,0.845187667199,26.264308332,3.18333238469,2.44080447202,47.7755992199,2.22556162356,1.00482236848,0.230464876621
2009-12-17,1.55456790949,0.659142363055,22.3434700987,1.69849796378,9.27690463659,48.8849597867,2.71907661988,1.92929127775,0.695741492393
2010-01-21,1.18575651506,0.191706640984,26.4412597646,2.01189424903,4.35657802062,47.2916121967,2.39847568459,0.713584909184,0.528431343777
2010-02-25,1.20729950559,0.0884943251868,29.2485763714,2.00037816393,2.17751550261,47.7017124185,3.04270799078,0.000446064926733,2.1019570603
2010-03-25,2.3576008757,0.539655343,16.852951477,1.75127876133,0.642560883488,62.8184339512,4.37597860381,2.02988147606,0.185551920773
